# Simulated random data file for batch processing
# timestamp: 2022-04-06 08:52:48
# NJG
# ------------------------

"var_x","var_y"
0.722116547869518,0.495596641907468
0.85070628952235,0.905315845739096
0.309336609672755,0.0852712092455477
0.0516325277276337,0.993762583239004
0.942515277070925,0.190516649745405
0.0384146724827588,0.937714608153328
0.46941517223604,0.996113203233108
0.578376665944234,0.206221982138231
0.477550777606666,0.97993398620747
0.7752999025397,0.100301144178957
0.512490890454501,0.466290456941351
0.106370673980564,0.441436207620427
0.693623136496171,0.860502338968217
0.693116372684017,0.837847461225465
0.688143626786768,0.736384379211813
0.941649812040851,0.431382894981652
0.292315187398344,NA
0.106137190479785,0.628472892567515
0.572840952314436,0.836371277458966
0.0887630789075047,0.933209083741531
0.817362297093496,0.288085979176685
0.549648056738079,0.671205590479076
0.593796836910769,0.27475011232309
0.0927670865785331,0.808665594784543
0.895847618347034,0.850202760193497
0.338961547939107,0.424671495798975
0.526433985913172,0.0941308198962361
0.484237599652261,0.78856594953686
0.0571280077565461,0.828138320008293
0.095845869043842,0.74951694230549
0.341816150350496,0.517721202690154
0.781786918407306,0.365377462236211
0.0479611561167985,0.326082329964265
0.218572704819962,0.958079402567819
0.228780454257503,0.809090787544847
0.178952467627823,0.877459526294842
0.823058382375166,0.770294807385653
0.378409089054912,0.385008929064497
0.772307893959805,0.859313517808914
0.428914158372208,0.276835951488465
0.337827647803351,0.715425687143579
0.911362197715789,0.0513012865558267
0.395265181083232,0.282145850593224
0.812903146725148,0.349449192872271
0.721417928347364,0.183441736036912
0.913889878895134,0.491515080211684
0.171560992021114,0.0511637234594673
0.983571210876107,0.340698816580698
0.753179649589583,0.104290776187554
0.578435146948323,0.977580180857331
0.186995872994885,0.33980905264616
0.660831560613587,0.0883024500217289
0.400417225668207,0.354263811837882
0.852739124791697,0.427668942837045
0.988840880803764,0.0157379207666963
0.160013450542465,0.794669666094705
NA,0.0269877016544342
0.0397963305003941,0.710012340452522
0.266233535483479,0.674905179999769
0.87177788792178,0.819015273824334
0.801953699206933,0.116144493920729
0.433337395545095,0.666835103649646
0.148141528246924,0.266590489074588
0.311248452402651,0.707139040110633
0.34984326036647,0.866771803703159
0.522271109046414,0.171913829399273
0.751810289453715,0.341023911489174
0.0731075769290328,0.736622042022645
0.601927278097719,0.363455376354977
0.163086864398792,0.0812414265237749
0.336483918596059,0.633123114472255
0.44996672635898,0.111453135963529
0.629609155934304,0.196237069787458
